epoch,lambda_s,lambda_c,lambda_q,train_acc,train_loss,train_task,train_sens,train_sens_acc,train_cost,train_exp_cost,train_set,train_designated_queries,train_sens_q_rate,train_q_entropy,train_actor_grad_norm,actor_eps,sensitive_target_mode,test_acc,test_loss,test_task,test_sens,test_sens_acc,test_cost,test_exp_cost,test_set,test_designated_queries,test_sens_q_rate,test_q_entropy,run_name,seed
1,0.0,0.01,0.0,0.3463333333333333,2.901937610573239,2.4728563030560813,0.26668291580345893,0.902365451057752,0.16239838840232956,16.239839288923477,0.0,0.9657118055555556,0.06438079041739304,1.0499788913875818e-05,0.9512695260184247,1.0,hard,0.447,2.3437511324882507,2.0733617544174194,0.10781664401292801,0.9659886807203293,0.1625727117061615,16.25727128982544,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,screen_c_0p01,0
2,0.0,0.01,0.0,0.4557777777777778,2.3188907040490045,2.052053259478675,0.10436390267892016,0.9690972218910853,0.16247356765800053,16.24735715654161,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,1.6524532431633108,1.0,hard,0.491,2.2806628942489624,2.0237056612968445,0.09468002431094646,0.9699959605932236,0.16227716207504272,16.22771644592285,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,screen_c_0p01,0
3,0.0,0.01,0.0,0.46855555555555556,2.2867027719815574,2.0287292699019113,0.09559352271672752,0.9715711805555556,0.16237997222277853,16.237997584872776,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,1.5986547638312913,1.0,hard,0.488,2.2956559658050537,2.0222102403640747,0.11127426102757454,0.9628569483757019,0.1621713936328888,16.217139720916748,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,screen_c_0p01,0
4,0.0,0.01,0.0,0.48333333333333334,2.259017891354031,1.9953276382552252,0.10130545693553156,0.9685112850533591,0.16238482751780087,16.238482899136013,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,1.352929024976523,1.0,hard,0.507,2.226811945438385,1.9697036147117615,0.09470026940107346,0.9699959605932236,0.1624080277979374,16.240802764892578,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,screen_c_0p01,0
5,0.0,0.01,0.0,0.49466666666666664,2.238182697031233,1.9776807063155704,0.09822443934778373,0.9695529523822997,0.16227758096324074,16.227758513556587,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,1.3457746296416089,1.0,hard,0.495,2.253105580806732,1.990140587091446,0.10087469033896923,0.9679418057203293,0.16209027543663979,16.209027767181396,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,screen_c_0p01,0
6,0.0,0.01,0.0,0.49233333333333335,2.2243296106656394,1.9686668382750616,0.09339757574101289,0.9696831603844961,0.16226518361104858,16.226518683963352,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,1.3692388674632336,1.0,hard,0.5,2.227354884147644,1.970219612121582,0.09490681625902653,0.9699959605932236,0.16222840547561646,16.222840785980225,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,screen_c_0p01,0
7,0.0,0.01,0.0,0.5037777777777778,2.2007862197028265,1.9462607403596242,0.09238257072865963,0.9690972218910853,0.16214294276303715,16.214294645521377,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,1.2098077939105376,1.0,hard,0.486,2.231173872947693,1.9638743102550507,0.10511783324182034,0.9659886807203293,0.16218170151114464,16.218170642852783,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,screen_c_0p01,0
8,0.0,0.01,0.0,0.5006666666666667,2.1932688322332172,1.9418503277831607,0.0892695361851818,0.9705946180555556,0.16214898021684754,16.214898427327473,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,1.2758292819231025,1.0,hard,0.504,2.218872547149658,1.9574483036994934,0.0992160513997078,0.9699959605932236,0.1622082106769085,16.220821857452393,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,screen_c_0p01,0
9,0.0,0.01,0.0,0.5034444444444445,2.1997646954324512,1.943252878056632,0.09445724087870783,0.9708116319444444,0.16205460495418972,16.205460866292317,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,1.2688024782950782,1.0,hard,0.52,2.2040867805480957,1.9460155069828033,0.09581142105162144,0.9699959605932236,0.16225983574986458,16.2259840965271,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,screen_c_0p01,0
10,0.0,0.01,0.0,0.49844444444444447,2.1897217200862036,1.9379876421557531,0.08963197811196248,0.9710937506622739,0.1621021053029431,16.21021095911662,0.0,1.0000000033113692,0.06666667035056485,1.0499788913875818e-05,1.0879796450996462,1.0,hard,0.5,2.207005023956299,1.947298914194107,0.09786773659288883,0.9699959605932236,0.1618383750319481,16.183837890625,0.0,1.0,0.06666667014360428,1.0499788913875818e-05,screen_c_0p01,0
