run_name,seed,epoch,lambda_s,actor_eps,train_accuracy,train_loss,train_task_loss,train_sensitive_loss,train_sensitive_query_rate,train_query_entropy,validation_accuracy,validation_loss,validation_task_loss,validation_sensitive_loss,validation_sensitive_query_rate,validation_query_entropy
neural_claq_lambda_s_0_4,2,1,0.4,1.0,0.1163,3.6894557535648347,3.0450955092906953,0.6443602606654167,0.00419921875,1.0499788913875818e-05,0.147,3.2430694103240967,2.8046767711639404,0.43839266896247864,0.0,1.0499788913875818e-05
neural_claq_lambda_s_0_4,2,2,0.4,1.0,0.1733,3.0919898450374603,2.7174619674682616,0.3745278730988503,0.0,1.0499788913875818e-05,0.192,2.9974085092544556,2.6659184098243713,0.3314901664853096,0.0,1.0499788913875818e-05
neural_claq_lambda_s_0_4,2,3,0.4,1.0,0.1883,3.0126861095428468,2.6493419408798218,0.3633441522717476,0.0,1.0499788913875818e-05,0.199,2.991298496723175,2.6469976902008057,0.3443007916212082,0.0,1.0499788913875818e-05
neural_claq_lambda_s_0_4,2,4,0.4,1.0,0.1957,2.9908839643001555,2.6332209706306458,0.3576629802584648,0.0,1.0499788913875818e-05,0.204,2.9907326102256775,2.6216026544570923,0.3691299930214882,0.0,1.0499788913875818e-05
neural_claq_lambda_s_0_4,2,5,0.4,1.0,0.1994,2.9701927065849305,2.620756930112839,0.3494357902556658,0.0,1.0499788913875818e-05,0.196,2.946630358695984,2.6024311780929565,0.34419918805360794,0.0,1.0499788913875818e-05
neural_claq_lambda_s_0_4,2,6,0.4,1.0,0.1974,2.9690602123737335,2.6111842811107637,0.35787593722343447,0.0,1.0499788913875818e-05,0.218,2.9456546306610107,2.594879448413849,0.35077521950006485,0.0,1.0499788913875818e-05
neural_claq_lambda_s_0_4,2,7,0.4,1.0,0.2053,2.940917891263962,2.594657337665558,0.3462605677545071,0.0,1.0499788913875818e-05,0.21,2.937930405139923,2.5683136582374573,0.36961670964956284,0.0,1.0499788913875818e-05
neural_claq_lambda_s_0_4,2,8,0.4,1.0,0.2089,2.9233084201812742,2.5750990748405456,0.348209348320961,0.0,1.0499788913875818e-05,0.203,2.9204951524734497,2.589866578578949,0.3306285962462425,0.0,1.0499788913875818e-05
neural_claq_lambda_s_0_4,2,9,0.4,1.0,0.2138,2.911282604932785,2.562435919046402,0.34884669706225396,0.0,1.0499788913875818e-05,0.211,2.9437026977539062,2.577207326889038,0.36649535596370697,0.0,1.0499788913875818e-05
neural_claq_lambda_s_0_4,2,10,0.4,1.0,0.2072,2.936163288354874,2.5827274441719057,0.3534358374774456,0.0,1.0499788913875818e-05,0.232,2.9214746356010437,2.5864577293395996,0.3350169509649277,0.0,1.0499788913875818e-05
neural_claq_lambda_s_0_4,2,11,0.4,1.0,0.2203,2.8893577814102174,2.5410919785499573,0.3482658050954342,0.0,1.0499788913875818e-05,0.231,2.952196776866913,2.599298119544983,0.35289861261844635,0.0,1.0499788913875818e-05
neural_claq_lambda_s_0_4,2,12,0.4,1.0,0.213,2.905785399675369,2.55177845954895,0.35400694981217384,0.0,1.0499788913875818e-05,0.217,2.8900923132896423,2.54760879278183,0.3424835279583931,0.0,1.0499788913875818e-05
