run_name,seed,epoch,lambda_s,lambda_c,lambda_q,actor_eps,train_accuracy,train_loss,train_task_loss,train_sensitive_loss,train_cost_penalty,train_exp_cost,train_set_penalty,train_designated_queries,validation_accuracy,validation_loss,validation_task_loss,validation_sensitive_loss,validation_cost_penalty,validation_exp_cost,validation_set_penalty,validation_designated_queries
baseline,0,36,0.0,0.0,1.0,0.4285714285714285,0.5995555555555555,1.9788273241784837,1.5882571405834622,0.3905701736609141,0.0,22.34372483359443,0.0,0.0,0.592,2.0913036167621613,1.6650186777114868,0.42628495395183563,0.0,22.32243824005127,0.0,0.0
baseline,0,37,0.0,0.0,1.0,0.4122448979591836,0.5994444444444444,1.977414886156718,1.5843300190236833,0.3930848671330346,0.0,22.34197669559055,0.0,0.0,0.593,2.0586522817611694,1.6569360494613647,0.4017161652445793,0.0,22.332298278808594,0.0,0.0
baseline,0,38,0.0,0.0,1.0,0.39591836734693875,0.6041111111111112,1.9646932714515262,1.5753690633508894,0.3893241998222139,0.0,22.36360761854384,0.0,0.0,0.606,2.0469596087932587,1.654620736837387,0.3923388570547104,0.0,22.375714778900146,0.0,0.0
baseline,0,39,0.0,0.0,1.0,0.3795918367346939,0.6056666666666667,1.9586693743864696,1.5701740913920932,0.3884952896171146,0.0,22.363772445254856,0.0,0.0,0.593,2.067582130432129,1.6757117807865143,0.3918704241514206,0.0,22.3165864944458,0.0,0.0
baseline,0,40,0.0,0.0,1.0,0.3632653061224489,0.6061111111111112,1.9807195862134297,1.5848174161381192,0.3959021775258912,0.0,22.3396135436164,0.0,0.0,0.601,2.0709964632987976,1.6869646310806274,0.38403185456991196,0.0,22.29642629623413,0.0,0.0
baseline,0,41,0.0,0.0,1.0,0.346938775510204,0.606,1.9796494510438707,1.5769623517990112,0.40268708103232914,0.0,22.32636833190918,0.0,0.0,0.589,2.060206890106201,1.6575546860694885,0.40265224128961563,0.0,22.319284439086914,0.0,0.0
baseline,0,42,0.0,0.0,1.0,0.33061224489795915,0.6041111111111112,1.9710754222340054,1.5755309495660994,0.3955444751514329,0.0,22.332210805681015,0.0,0.0,0.592,2.037765324115753,1.6530698537826538,0.384695440530777,0.0,22.34831953048706,0.0,0.0
baseline,0,43,0.0,0.0,1.0,0.3142857142857143,0.6063333333333333,1.9602821899784937,1.5765842000643413,0.3836979890863101,0.0,22.364695443047417,0.0,0.0,0.595,2.052866041660309,1.6617165207862854,0.39114952832460403,0.0,22.33163022994995,0.0,0.0
baseline,0,44,0.0,0.0,1.0,0.2979591836734694,0.6038888888888889,1.943334658940633,1.5645886229144201,0.37874603437052834,0.0,22.3374342918396,0.0,0.0,0.593,2.051539182662964,1.6614745557308197,0.3900646045804024,0.0,22.327948093414307,0.0,0.0
baseline,0,45,0.0,0.0,1.0,0.2816326530612244,0.6026666666666667,1.9480758706728618,1.5701328251096938,0.377943045563168,0.0,22.343587928348118,0.0,0.0,0.592,2.0355162024497986,1.6360246241092682,0.399491585791111,0.0,22.304656505584717,0.0,0.0
baseline,0,46,0.0,0.0,1.0,0.26530612244897955,0.6077777777777778,1.963424265384674,1.580477923154831,0.38294634388552773,0.0,22.337204297383625,0.0,0.0,0.601,2.0653929710388184,1.6771343052387238,0.3882586658000946,0.0,22.33703851699829,0.0,0.0
baseline,0,47,0.0,0.0,1.0,0.24897959183673457,0.6024444444444444,1.9588413569662306,1.5737374193138547,0.385103943447272,0.0,22.35393614239163,0.0,0.0,0.596,2.057878792285919,1.6508511006832123,0.4070277214050293,0.0,22.305437564849854,0.0,0.0
baseline,0,48,0.0,0.0,1.0,0.2326530612244898,0.6097777777777778,1.963796294397778,1.5718070533540514,0.3919892410437266,0.0,22.31704478793674,0.0,0.0,0.587,2.06077641248703,1.6593745648860931,0.4014018476009369,0.0,22.324584484100342,0.0,0.0
baseline,0,49,0.0,0.0,1.0,0.21632653061224483,0.6087777777777778,1.945419384373559,1.5601831376552582,0.38523625830809277,0.0,22.32389709684584,0.0,0.0,0.589,2.0667040944099426,1.6563936471939087,0.41031044721603394,0.0,22.33921194076538,0.0,0.0
baseline,0,50,0.0,0.0,1.0,0.19999999999999996,0.6034444444444444,1.9424609276983473,1.566709280014038,0.37575164354509777,0.0,22.345558113522,0.0,0.0,0.581,2.0260347723960876,1.6409853398799896,0.3850494623184204,0.0,22.340166091918945,0.0,0.0
uncertainty_cost,0,1,0.0,0.03,1.0,1.0,0.34655555555555556,3.8932959967189364,2.511028803057141,0.6420105670889219,0.6519319812456766,21.731066597832573,0.08832465277777778,0.08832465277777778,0.488,3.26764976978302,2.1307448148727417,0.48680612444877625,0.6500988900661469,21.669963836669922,0.0,0.0
uncertainty_cost,0,2,0.0,0.03,1.0,0.9836734693877551,0.5016666666666667,3.0670067138142056,1.9592078295018938,0.4582874882552359,0.6495114035076566,21.65038055843777,0.0,0.0,0.528,3.073489010334015,1.9677754938602448,0.4563629478216171,0.6493505388498306,21.645018577575684,0.0,0.0
uncertainty_cost,0,3,0.0,0.03,1.0,0.9673469387755103,0.5432222222222223,2.9565860562854342,1.8556064168612163,0.45017119579845005,0.6508084519041909,21.693615701463486,0.0,0.0,0.528,2.919398009777069,1.835900604724884,0.43145228177309036,0.6520451605319977,21.73483896255493,0.0,0.0
uncertainty_cost,0,4,0.0,0.03,1.0,0.9510204081632653,0.5456666666666666,2.8885825077692666,1.7969841294818454,0.44079140822092694,0.6508069601323869,21.693565792507595,0.0,0.0,0.54,2.8948829770088196,1.819938212633133,0.42497289180755615,0.6499718576669693,21.66572904586792,0.0,0.0
uncertainty_cost,0,5,0.0,0.03,1.0,0.9346938775510204,0.5581111111111111,2.832736690839132,1.7639078795909882,0.4200126859876845,0.6488161351945665,21.627205159929062,0.0,0.0,0.557,2.876659870147705,1.8144915103912354,0.4144696444272995,0.6476986259222031,21.589954376220703,0.0,0.0
uncertainty_cost,0,6,0.0,0.03,1.0,0.9183673469387755,0.5627777777777778,2.7997475597593517,1.7259569201204512,0.42579766859610874,0.6479929718706343,21.599766307406956,0.0,0.0,0.565,2.8682355284690857,1.7928553819656372,0.4282975196838379,0.6470826119184494,21.56942129135132,0.0,0.0
uncertainty_cost,0,7,0.0,0.03,1.0,0.9020408163265305,0.566,2.8293050262663098,1.7596361637115479,0.42339393496513367,0.6462749077214135,21.542497369978165,0.0,0.0,0.555,2.8328434228897095,1.788028746843338,0.3995710015296936,0.6452435702085495,21.508119583129883,0.0,0.0
uncertainty_cost,0,8,0.0,0.03,1.0,0.8857142857142857,0.5695555555555556,2.79757430156072,1.7340380118952856,0.41843307349416947,0.6451032327281104,21.50344138675266,0.0,0.0,0.569,2.8196518421173096,1.7496647238731384,0.42398662865161896,0.6460004299879074,21.533348083496094,0.0,0.0
uncertainty_cost,0,9,0.0,0.03,1.0,0.8693877551020408,0.5677777777777778,2.7775922351413302,1.71649549735917,0.4159388086862034,0.6451579398579068,21.50526507695516,0.0,0.0,0.548,2.8250837326049805,1.7594965100288391,0.42027830332517624,0.6453089416027069,21.51029872894287,0.0,0.0
uncertainty_cost,0,10,0.0,0.03,1.0,0.8530612244897959,0.5723333333333334,2.7570260564486184,1.6982169184419844,0.4141526801718606,0.6446564512120353,21.48854880862766,0.0,0.0,0.55,2.7970561385154724,1.7263136506080627,0.4258353039622307,0.6449072360992432,21.496907711029053,0.0,0.0
uncertainty_cost,0,11,0.0,0.03,1.0,0.8367346938775511,0.5716666666666667,2.7569661140441895,1.6944600178135767,0.41827310704522663,0.6442329916689131,21.47443347507053,0.0,0.0,0.565,2.7959064245224,1.728128731250763,0.422926627099514,0.64485102891922,21.49503517150879,0.0,0.0
uncertainty_cost,0,12,0.0,0.03,1.0,0.8204081632653061,0.5704444444444444,2.759662217564053,1.701302124394311,0.4138336347209083,0.6445264667272568,21.48421600129869,0.0,0.0,0.582,2.778470754623413,1.7205474078655243,0.41421420872211456,0.6437090635299683,21.456969738006592,0.0,0.0
uncertainty_cost,0,13,0.0,0.03,1.0,0.8040816326530612,0.5738888888888889,2.735267612669203,1.68992860449685,0.4019695404503081,0.6433694710334142,21.445649570888943,0.0,0.0,0.579,2.7775744199752808,1.7323816418647766,0.4018923416733742,0.6433003842830658,21.44334650039673,0.0,0.0
uncertainty_cost,0,14,0.0,0.03,1.0,0.7877551020408163,0.5802222222222222,2.7292237083117166,1.6764683061175876,0.40965596172544694,0.643099437157313,21.43664852778117,0.0,0.0,0.561,2.766490399837494,1.708124428987503,0.4156787320971489,0.642687201499939,21.42290735244751,0.0,0.0
uncertainty_cost,0,15,0.0,0.03,1.0,0.7714285714285715,0.5783333333333334,2.734778536690606,1.6782203018665314,0.41360170228613746,0.6429565085305108,21.43188412984212,0.0,0.0,0.574,2.7556851506233215,1.6942984461784363,0.4175792634487152,0.6438073962926865,21.460247039794922,0.0,0.0
uncertainty_cost,0,16,0.0,0.03,1.0,0.7551020408163265,0.5788888888888889,2.713933401637607,1.6591025789578755,0.4122261272536384,0.6426046457555559,21.42015526029799,0.0,0.0,0.572,2.707651436328888,1.688563495874405,0.3761758655309677,0.6429120153188705,21.430400848388672,0.0,0.0
uncertainty_cost,0,17,0.0,0.03,1.0,0.7387755102040816,0.5844444444444444,2.699930409590403,1.6543871959050496,0.40267522550291485,0.6428680006000731,21.4289337793986,0.0,0.0,0.572,2.7408661246299744,1.7041520476341248,0.3927764669060707,0.6439376473426819,21.46458864212036,0.0,0.0
uncertainty_cost,0,18,0.0,0.03,1.0,0.7224489795918367,0.5832222222222222,2.6988207697868347,1.653647114833196,0.40240710808171165,0.6427665518389808,21.425552156236435,0.0,0.0,0.576,2.7637367248535156,1.7040159404277802,0.41574249416589737,0.6439782828092575,21.465943336486816,0.0,0.0
uncertainty_cost,0,19,0.0,0.03,1.0,0.7061224489795919,0.582,2.6991196274757385,1.6501568224694994,0.40537731266684,0.6435855080684026,21.452850659688313,0.0,0.0,0.588,2.745208263397217,1.6843329668045044,0.41781631857156754,0.6430589556694031,21.435298919677734,0.0,0.0
uncertainty_cost,0,20,0.0,0.03,1.0,0.689795918367347,0.5855555555555556,2.6780646443367004,1.6347361372576819,0.40085911254088086,0.6424694094392989,21.415647506713867,0.0,0.0,0.583,2.750970244407654,1.6971430480480194,0.41276224702596664,0.6410649418830872,21.368831634521484,0.0,0.0
uncertainty_cost,0,21,0.0,0.03,1.0,0.673469387755102,0.5885555555555556,2.7031146619055004,1.6494649019506242,0.410295941763454,0.6433538364039527,21.445128281911213,0.0,0.0,0.575,2.7232800722122192,1.6672126948833466,0.41146568953990936,0.6446017026901245,21.48672389984131,0.0,0.0
uncertainty_cost,0,22,0.0,0.03,1.0,0.6571428571428571,0.5887777777777777,2.6786649293369718,1.6417812241448297,0.3930719776286019,0.6438116911384795,21.46039030287001,0.0,0.0,0.582,2.7422287464141846,1.6983056366443634,0.40027426183223724,0.6436489075422287,21.45496368408203,0.0,0.0
uncertainty_cost,0,23,0.0,0.03,1.0,0.6408163265306122,0.5787777777777777,2.6775672237078347,1.63747438788414,0.3964490046103795,0.643643824590577,21.454794459872776,0.0,0.0,0.575,2.7035359144210815,1.6652816236019135,0.3945036008954048,0.6437507122755051,21.45835781097412,0.0,0.0
uncertainty_cost,0,24,0.0,0.03,1.0,0.6244897959183673,0.5828888888888889,2.6948274638917713,1.650554147031572,0.4013601202103827,0.6429131726423899,21.430439525180393,0.0,0.0,0.573,2.7737830877304077,1.7110345959663391,0.4201372340321541,0.6426112651824951,21.420376300811768,0.0,0.0
uncertainty_cost,0,25,0.0,0.03,1.0,0.6081632653061224,0.5805555555555556,2.670706550280253,1.6233836677339342,0.4040435196624862,0.6432793405320909,21.44264512591892,0.0,0.0,0.575,2.7291470766067505,1.6843937635421753,0.40084340423345566,0.6439099311828613,21.463664531707764,0.0,0.0
uncertainty_cost,0,26,0.0,0.03,1.0,0.5918367346938775,0.588,2.66248177157508,1.6202789114581213,0.3992348379558987,0.6429680387179056,21.432268460591633,0.0,0.0,0.579,2.731113374233246,1.6985245645046234,0.38925088196992874,0.6433378905057907,21.444596767425537,0.0,0.0
uncertainty_cost,0,27,0.0,0.03,1.0,0.5755102040816327,0.5911111111111111,2.660996052953932,1.6221343047089047,0.396005532807774,0.642856208814515,21.42854075961643,0.0,0.0,0.577,2.7360745668411255,1.6925488710403442,0.3999960944056511,0.6435295939445496,21.450986862182617,0.0,0.0
uncertainty_cost,0,28,0.0,0.03,1.0,0.5591836734693878,0.5894444444444444,2.6493890947765775,1.6155000097221799,0.39139986286560696,0.6424892528189553,21.416308932834202,0.0,0.0,0.568,2.752895414829254,1.7015040814876556,0.4080265536904335,0.6433648467063904,21.445495128631592,0.0,0.0
uncertainty_cost,0,29,0.0,0.03,1.0,0.5428571428571429,0.5845555555555556,2.6591590378019543,1.6161742905775707,0.40029847207996583,0.6426862859063678,21.422876834869385,0.0,0.0,0.577,2.725028336048126,1.689513921737671,0.3927909955382347,0.6427233517169952,21.42411184310913,0.0,0.0
uncertainty_cost,0,30,0.0,0.03,1.0,0.5265306122448979,0.5927777777777777,2.633486741118961,1.594962437947591,0.3957245896259944,0.6427997152010599,21.426657676696777,0.0,0.0,0.593,2.706438183784485,1.6786987483501434,0.38554343581199646,0.6421959698200226,21.406532764434814,0.0,0.0
uncertainty_cost,0,31,0.0,0.03,1.0,0.510204081632653,0.5911111111111111,2.6485243439674377,1.606828169690238,0.39865875078572166,0.6430374069346322,21.434580749935574,0.0,0.0,0.595,2.7116069197654724,1.6738056242465973,0.39407912641763687,0.6437221467494965,21.45740509033203,0.0,0.0
uncertainty_cost,0,32,0.0,0.03,1.0,0.4938775510204081,0.5895555555555556,2.6518542170524597,1.6115042037434049,0.3978003114461899,0.6425496869617038,21.418323357899983,0.0,0.0,0.575,2.6989803314208984,1.6620898842811584,0.3941020742058754,0.6427884101867676,21.426280975341797,0.0,0.0
uncertainty_cost,0,33,0.0,0.03,1.0,0.47755102040816333,0.5923333333333334,2.6542091170946756,1.6129948596159618,0.3979460224509239,0.643268249101109,21.442275259229874,0.0,0.0,0.596,2.7392799258232117,1.6746163070201874,0.421832911670208,0.6428306698799133,21.42768955230713,0.0,0.0
uncertainty_cost,0,34,0.0,0.03,1.0,0.46122448979591835,0.5892222222222222,2.663587444358402,1.6158681445651584,0.40475554598702324,0.642963727315267,21.432124773661297,0.0,0.0,0.585,2.695139765739441,1.6694935858249664,0.38175302743911743,0.6438930630683899,21.463102340698242,0.0,0.0
uncertainty_cost,0,35,0.0,0.03,1.0,0.4448979591836735,0.5934444444444444,2.635603778892093,1.595820317665736,0.39648932466904324,0.6432941456635793,21.44313865237766,0.0,0.0,0.584,2.704380691051483,1.661099761724472,0.3985827937722206,0.6446981281042099,21.489938259124756,0.0,0.0
uncertainty_cost,0,36,0.0,0.03,1.0,0.4285714285714285,0.5893333333333334,2.6508001420232983,1.6119064291318257,0.39466311368677354,0.6442305776807997,21.474353154500324,0.0,0.0,0.582,2.7471181750297546,1.6853842735290527,0.41765976697206497,0.6440741121768951,21.46913719177246,0.0,0.0
uncertainty_cost,0,37,0.0,0.03,1.0,0.4122448979591836,0.5881111111111111,2.6443194680743747,1.6027828190061781,0.39724723249673843,0.6442893975310855,21.47631369696723,0.0,0.0,0.578,2.723829984664917,1.673130065202713,0.4081032946705818,0.6425966918468475,21.41989040374756,0.0,0.0
uncertainty_cost,0,38,0.0,0.03,1.0,0.39591836734693875,0.5983333333333334,2.633581625090705,1.593941996494929,0.396360425485505,0.6432791848977407,21.442639986673992,0.0,0.0,0.592,2.6979117393493652,1.6626187562942505,0.3917711228132248,0.64352186024189,21.450729370117188,0.0,0.0
uncertainty_cost,0,39,0.0,0.03,1.0,0.3795918367346939,0.5963333333333334,2.626658876736959,1.590509984228346,0.3920087408688333,0.6441401739915212,21.4713397026062,0.0,0.0,0.595,2.7292264103889465,1.6860560774803162,0.40102777630090714,0.6421426087617874,21.404754161834717,0.0,0.0
uncertainty_cost,0,40,0.0,0.03,1.0,0.3632653061224489,0.5963333333333334,2.645040591557821,1.5990615752008226,0.401477827794022,0.6445012076033486,21.483374065823025,0.0,0.0,0.589,2.7138331532478333,1.6788992881774902,0.3902759402990341,0.6446579396724701,21.488597869873047,0.0,0.0
uncertainty_cost,0,41,0.0,0.03,1.0,0.346938775510204,0.5957777777777777,2.645843803882599,1.5954226056734722,0.4063723666800393,0.6440488447745641,21.4682953092787,0.0,0.0,0.59,2.7234907150268555,1.6768800914287567,0.40235329419374466,0.6442573219537735,21.475244522094727,0.0,0.0
uncertainty_cost,0,42,0.0,0.03,1.0,0.33061224489795915,0.5945555555555555,2.639852616522047,1.594639990064833,0.4006817208396064,0.6445309155517154,21.4843643506368,0.0,0.0,0.589,2.6862249970436096,1.6543602645397186,0.38733281195163727,0.6445318460464478,21.484395027160645,0.0,0.0
uncertainty_cost,0,43,0.0,0.03,1.0,0.3142857142857143,0.5922222222222222,2.628217120965322,1.5955074297057257,0.38793932232591843,0.6447703507211473,21.492345545026993,0.0,0.0,0.579,2.713371455669403,1.68588188290596,0.38347816467285156,0.6440113335847855,21.467044830322266,0.0,0.0
uncertainty_cost,0,44,0.0,0.03,1.0,0.2979591836734694,0.5951111111111111,2.6204533312055798,1.589722947941886,0.3869371223780844,0.6437932749589285,21.459776401519775,0.0,0.0,0.594,2.696533441543579,1.6611127853393555,0.3912670612335205,0.6441535651683807,21.47178602218628,0.0,0.0
uncertainty_cost,0,45,0.0,0.03,1.0,0.2816326530612244,0.5897777777777777,2.6192685034539966,1.591361979643504,0.38393040084176594,0.6439761320749918,21.46587175793118,0.0,0.0,0.585,2.6861006021499634,1.649031937122345,0.39316242188215256,0.6439062654972076,21.463542461395264,0.0,0.0
uncertainty_cost,0,46,0.0,0.03,1.0,0.26530612244897955,0.596,2.6330906748771667,1.5969296660688188,0.3923739873700672,0.6437870131598579,21.45956759982639,0.0,0.0,0.584,2.72093266248703,1.6876602470874786,0.38991738855838776,0.6433549970388412,21.445167541503906,0.0,0.0
