epoch,lambda_s,lambda_c,lambda_q,train_acc,train_loss,train_task,train_sens,train_sens_acc,train_cost,train_exp_cost,train_set,train_designated_queries,train_sens_q_rate,train_q_entropy,train_actor_grad_norm,actor_eps,sensitive_target_mode,test_acc,test_loss,test_task,test_sens,test_sens_acc,test_cost,test_exp_cost,test_set,test_designated_queries,test_sens_q_rate,test_q_entropy,run_name,seed
1,0.0,0.0,0.0,0.7648504074143186,0.6666276451153091,0.5003754709717594,0.16625217188008223,0.9266403777689873,0.0,24.79271355158166,0.0,3.9333403382120253,0.26222270368775236,6.999858675343706e-06,0.29302973880268973,1.0,max,0.7528564956963809,0.6674939930438996,0.512790234386921,0.15470375940203668,0.93692487180233,0.0,24.7856143951416,0.0,3.876511287689209,0.258434097468853,6.999858692324779e-06,baseline,3
2,0.0,0.0,0.0,0.7703676058966225,0.6505135331727281,0.49321669755102715,0.1572968335247516,0.9296998615506329,0.0,24.78193429150159,0.0,3.8036244066455698,0.25357497360887404,6.999858672465559e-06,0.2967011115953615,1.0,max,0.7586953239039613,0.6423872292041779,0.5094398453831672,0.13294738121330738,0.9422951340675354,0.0,24.781359481811524,0.0,3.9304572343826294,0.26203049868345263,6.999858692324779e-06,baseline,3
3,0.0,0.0,0.0,0.770336505566959,0.6390823936915095,0.48760301930994926,0.15147937381569343,0.9314984671677216,0.0,24.745503087586993,0.0,3.887305923655063,0.2591537413529203,6.999858672465559e-06,0.2594040170692488,1.0,max,0.7559772487038808,0.6414567053318023,0.5078934833407402,0.1335632335394621,0.9421246528625489,0.0,24.743104457855225,0.0,3.7959606766700746,0.25306406021118166,6.999858692324779e-06,baseline,3
4,0.0,0.0,0.0,0.7723020464016919,0.6390094006363349,0.4889128862679759,0.15009651469844806,0.9321041831487342,0.0,24.74573484251771,0.0,3.8800496934335444,0.25866999392268025,6.999858669587411e-06,0.28503694209838254,1.0,max,0.7515477928222681,0.641196271777153,0.511686360836029,0.12950991429388523,0.9432965278625488,0.0,24.734490394592285,0.0,3.691343641281128,0.24608958885073662,6.999858692324779e-06,baseline,3
5,0.0,0.0,0.0,0.7701810039186415,0.6419718205174313,0.48875137710873084,0.15322044307861146,0.931912579113924,0.0,24.734051088743573,0.0,3.9392862440664556,0.26261909739880623,6.999858672465559e-06,0.2562709062765839,1.0,max,0.7515477928222681,0.6533608824014664,0.5108842417597771,0.1424766443669796,0.93980573117733,0.0,24.776428318023683,0.0,3.9877251267433165,0.2658483564853668,6.999858692324779e-06,baseline,3
