epoch,lambda_s,lambda_c,lambda_q,train_acc,train_loss,train_task,train_sens,train_sens_acc,train_cost,train_exp_cost,train_set,train_designated_queries,train_sens_q_rate,train_q_entropy,train_actor_grad_norm,actor_eps,sensitive_target_mode,test_acc,test_loss,test_task,test_sens,test_sens_acc,test_cost,test_exp_cost,test_set,test_designated_queries,test_sens_q_rate,test_q_entropy,run_name,seed
1,0.4,0.001,0.0,0.7039062014057349,1.0301591570996032,0.5772101930047893,0.4287359628684913,0.7788333168512658,0.024212995992053912,24.212995010086253,0.0,0.29416163963607594,0.019610776994375533,6.999858669587411e-06,0.5606184351697117,1.0,max,0.7035787990134393,1.0171676307916642,0.5706755071878433,0.4221970304846764,0.7739483535289764,0.02429506480693817,24.295064163208007,0.0,0.0,0.0,6.999858692324779e-06,screen_joint_s_0p4_c_0p001,0
2,0.4,0.001,0.0,0.7263233190271817,0.994636082573782,0.5494086595275735,0.42093233613273767,0.77099609375,0.024295065104018285,24.295064467418044,0.0,0.0,0.0,6.999858669587411e-06,0.5476377448763351,1.0,max,0.703780137917149,1.0123693257570268,0.5626195132732391,0.4254547208547592,0.7617619931697845,0.02429506564512849,24.295065021514894,0.0,0.0,0.0,6.999858692324779e-06,screen_joint_s_0p4_c_0p001,0
3,0.4,0.001,0.0,0.722846302170803,0.9984580557557601,0.5507986507838285,0.4233643233398848,0.769747577136076,0.024295061272627944,24.295060616505296,0.0,0.0,0.0,6.999858724272219e-06,0.4752096126789575,1.0,max,0.718729551517592,1.0373220324516297,0.5786215126514435,0.4344054326415062,0.7689885556697845,0.024295064713805915,24.295064067840578,0.0,0.0,0.0,6.999858692324779e-06,screen_joint_s_0p4_c_0p001,0
4,0.4,0.001,0.0,0.7272812091808173,1.0017921181419227,0.5514278310009196,0.42606919890717615,0.7683939873417721,0.02429506505686271,24.295064419130735,0.0,0.0,0.0,6.999858672465559e-06,0.44924041181485924,1.0,max,0.7190315598731565,1.0172743916511535,0.5597420394420624,0.43323727548122404,0.7723328679800033,0.024295064993202685,24.29506435394287,0.0,0.0,0.0,6.999858692324779e-06,screen_joint_s_0p4_c_0p001,0
5,0.4,0.001,0.0,0.726130496983268,0.9876363020908984,0.5411487525399727,0.42219246169434316,0.7685299643987342,0.024295065139384963,24.295064503633522,0.0,0.0,0.0,6.999858669587411e-06,0.44528802285446856,1.0,max,0.7191825640509387,1.0079176038503648,0.5603792160749436,0.4232433155179024,0.7620301336050034,0.024295065086334944,24.295064449310303,0.0,0.0,0.0,6.999858692324779e-06,screen_joint_s_0p4_c_0p001,0
