run_name,seed,epoch,lambda_s,actor_eps,train_accuracy,train_loss,train_task_loss,train_sensitive_loss,train_sensitive_query_rate,train_query_entropy,validation_accuracy,validation_loss,validation_task_loss,validation_sensitive_loss,validation_sensitive_query_rate,validation_query_entropy
neural_baseline_lambda_s_0,4,1,0.0,1.0,0.1179,3.5132453560829164,3.004425698518753,0.5088196657598019,0.09267578125,1.0499788913875818e-05,0.148,3.143571615219116,2.8024991750717163,0.3410724699497223,0.04455145448446274,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,2,0.0,1.0,0.1749,3.0551287829875946,2.7213158786296843,0.33381289467215536,0.132421875,1.0499788913875818e-05,0.188,2.911482036113739,2.7110745310783386,0.20040757209062576,0.5796403586864471,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,3,0.0,1.0,0.1837,3.0034871280193327,2.683645266294479,0.3198418762534857,0.12880859375,1.0499788913875818e-05,0.188,3.066413998603821,2.7101853489875793,0.35622864216566086,0.016231141984462738,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,4,0.0,1.0,0.1955,2.958746987581253,2.637468296289444,0.32127869315445423,0.15185546875,1.0499788913875818e-05,0.176,2.9737757444381714,2.652284324169159,0.3214913532137871,0.06371228396892548,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,5,0.0,1.0,0.1976,2.9352992296218874,2.6234264194965364,0.311872823536396,0.1658203125,1.0499788913875818e-05,0.204,2.913036823272705,2.5904335975646973,0.3226032480597496,0.04212688561528921,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,6,0.0,1.0,0.1941,2.9317858278751374,2.623112642765045,0.3086731966584921,0.16240234375,1.0499788913875818e-05,0.19,2.9725844264030457,2.63962322473526,0.33296123892068863,0.06910021603107452,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,7,0.0,1.0,0.2098,2.89215344786644,2.5955378711223602,0.29661557711660863,0.1755859375,1.0499788913875818e-05,0.203,2.9249632358551025,2.602200150489807,0.3227630481123924,0.09021417051553726,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,8,0.0,1.0,0.2048,2.909903872013092,2.6076496303081513,0.3022542603313923,0.15888671875,1.0499788913875818e-05,0.223,2.8789581060409546,2.5493189096450806,0.3296392038464546,0.07283809222280979,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,9,0.0,1.0,0.2119,2.8704835534095765,2.5772341132164,0.293249424546957,0.14716796875,1.0499788913875818e-05,0.203,2.9288724660873413,2.5785502791404724,0.3503222092986107,0.14035560190677643,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,10,0.0,1.0,0.2109,2.87323944568634,2.5766297578811646,0.296609715372324,0.15361328125,1.0499788913875818e-05,0.202,2.8808096051216125,2.5856717228889465,0.29513780027627945,0.13153286650776863,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,11,0.0,1.0,0.2176,2.8424951791763307,2.5448639929294585,0.2976312000304461,0.151953125,1.0499788913875818e-05,0.239,2.844673216342926,2.553191304206848,0.2914818748831749,0.22918911650776863,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,12,0.0,1.0,0.2095,2.8453656792640687,2.5567377746105193,0.28862791135907173,0.16591796875,1.0499788913875818e-05,0.208,2.8256524205207825,2.529976725578308,0.29567575454711914,0.11190059222280979,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,13,0.0,1.0,0.2168,2.866663062572479,2.568485236167908,0.2981778226792812,0.17041015625,7.818991871317848e-05,0.215,2.8784817457199097,2.540980577468872,0.3375011682510376,0.027949891984462738,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,14,0.0,1.0,0.2222,2.8438743591308593,2.533781445026398,0.3100929170846939,0.14208984375,1.0499788913875818e-05,0.214,2.8888468742370605,2.5692880153656006,0.3195588141679764,0.03771551698446274,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,15,0.0,1.0,0.217,2.839869475364685,2.5529904782772066,0.28687899075448514,0.1580078125,1.0499788913875818e-05,0.247,2.8140812516212463,2.5128334164619446,0.30124781280755997,0.16729525849223137,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,16,0.0,1.0,0.2196,2.843858504295349,2.5488253355026247,0.29503317214548586,0.158984375,1.0499788913875818e-05,0.245,2.8391482830047607,2.4873722195625305,0.35177604854106903,0.04973733797669411,0.0006874010869069025
neural_baseline_lambda_s_0,4,17,0.0,1.0,0.2119,2.852190887928009,2.5355949819087984,0.3165959198027849,0.13984375,1.0499788913875818e-05,0.204,2.8382503986358643,2.4998047947883606,0.33844558149576187,0.03508890047669411,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,18,0.0,1.0,0.2257,2.8159421503543856,2.525474119186401,0.29046802781522274,0.1546875,1.0499788913875818e-05,0.249,2.792536675930023,2.492860436439514,0.29967622458934784,0.16813712194561958,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,19,0.0,1.0,0.2229,2.81179279088974,2.5241140604019163,0.2876787219196558,0.1353515625,1.0499788913875818e-05,0.231,2.861028254032135,2.558929681777954,0.3020985871553421,0.07623922452330589,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,20,0.0,1.0,0.2296,2.810570847988129,2.503369379043579,0.3072014726698399,0.1134765625,1.0499788913875818e-05,0.221,2.861762285232544,2.558506429195404,0.3032558485865593,0.09391837194561958,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,21,0.0,1.0,0.2353,2.779130387306213,2.4871227622032164,0.2920076407492161,0.147265625,1.0499788913875818e-05,0.248,2.765342116355896,2.5245269536972046,0.2408152036368847,0.33462419360876083,1.0499788913875818e-05
neural_baseline_lambda_s_0,4,22,0.0,1.0,0.2254,2.796009749174118,2.4965654075145722,0.2994443248957396,0.12490234375,1.0499788913875818e-05,0.224,2.7518482208251953,2.505166530609131,0.24668170884251595,0.1864897608757019,1.0499788913875818e-05
