epoch,lambda_s,lambda_c,lambda_q,train_acc,train_loss,train_task,train_sens,train_sens_acc,train_cost,train_exp_cost,train_set,train_designated_queries,train_sens_q_rate,train_q_entropy,train_actor_grad_norm,actor_eps,sensitive_target_mode,test_acc,test_loss,test_task,test_sens,test_sens_acc,test_cost,test_exp_cost,test_set,test_designated_queries,test_sens_q_rate,test_q_entropy,run_name,seed
1,0.4,0.03,0.0,0.2791111111111111,3.768635206752353,2.639549275239309,0.6438301768567827,0.6431640634934107,0.48525572816530865,16.175191243489582,0.0,0.4586588541666667,0.030577258746941678,1.0499788913875818e-05,0.9557432281629493,1.0,hard,0.36,3.2687608003616333,2.2333993911743164,0.5489739775657654,0.7131600230932236,0.4863875135779381,16.212917804718018,0.0,0.0,0.0,1.0499788913875818e-05,joint,0
2,0.4,0.03,0.0,0.39222222222222225,3.1621222959624395,2.1903986202345953,0.48462048255734974,0.760720486442248,0.4871031815807025,16.236773120032417,0.0,0.0,0.0,1.0499788913875818e-05,1.4738521402016178,1.0,hard,0.408,3.1148025393486023,2.1612550616264343,0.46679308265447617,0.7518520951271057,0.48675454407930374,16.225151538848877,0.0,0.0,0.0,1.0499788913875818e-05,joint,0
3,0.4,0.03,0.0,0.40944444444444444,3.08283488618003,2.1362123588720956,0.4595443424251344,0.7651258690489663,0.4870781757765346,16.23593955569797,0.0,0.0,0.0,1.0499788913875818e-05,1.2571742936626025,1.0,hard,0.422,3.0756519436836243,2.1314603090286255,0.4580846503376961,0.7544787228107452,0.4861070141196251,16.203567504882812,0.0,0.0,0.0,1.0499788913875818e-05,joint,0
4,0.4,0.03,0.0,0.4301111111111111,3.038246234258016,2.097629520628187,0.4548920790354411,0.7708116322755814,0.48572463790575665,16.19082170062595,0.0,0.0,0.0,1.0499788913875818e-05,1.4275904355260234,1.0,hard,0.428,3.0585321187973022,2.1197080612182617,0.4534391835331917,0.7689587771892548,0.4853849783539772,16.179499626159668,0.0,0.0,0.0,1.0499788913875818e-05,joint,0
5,0.4,0.03,0.0,0.43322222222222223,3.029418581061893,2.0876075857215457,0.45629331717888516,0.7702473964956071,0.4855176591210895,16.183922396765816,0.0,0.0,0.0,1.0499788913875818e-05,1.1863313210196793,1.0,hard,0.424,3.0555983185768127,2.1207897067070007,0.4501621723175049,0.7707098573446274,0.48464641720056534,16.1548810005188,0.0,0.0,0.0,1.0499788913875818e-05,joint,0
6,0.4,0.03,0.0,0.43922222222222224,2.997520864009857,2.062075502342648,0.45060814834303325,0.7743706603844961,0.4848371951116456,16.16124020682441,0.0,0.0006510416666666666,4.340278004140904e-05,1.0499788913875818e-05,1.2398707093541614,1.0,hard,0.449,3.0429580211639404,2.11127632856369,0.44727012515068054,0.7717874497175217,0.4844116270542145,16.14705467224121,0.0,0.0,0.0,1.0499788913875818e-05,joint,0
7,0.4,0.03,0.0,0.43955555555555553,2.9828993413183422,2.0516567726929984,0.4466950595378876,0.7771484371688631,0.484547507431772,16.151583936479355,0.0,0.0,0.0,1.0499788913875818e-05,1.2933641773221705,1.0,hard,0.443,3.0257448554039,2.091811954975128,0.4497286155819893,0.7667025923728943,0.48420433700084686,16.14014482498169,0.0,0.0,0.0,1.0499788913875818e-05,joint,0
8,0.4,0.03,0.0,0.45411111111111113,2.963699175251855,2.03417451845275,0.44554005232122207,0.7760416666666666,0.48398460033867097,16.132820394304062,0.0,0.078125,0.0052083336195209995,1.0499788913875818e-05,1.0360867470703345,1.0,hard,0.461,3.0236361622810364,2.0729551315307617,0.4668946862220764,0.7660290896892548,0.48378635197877884,16.126212120056152,0.0,0.0,0.0,1.0499788913875818e-05,joint,0
9,0.4,0.03,0.0,0.46,2.959538916746775,2.0292864276303186,0.44693602124849957,0.7746310763888888,0.48331648773617214,16.110549820794,0.0,0.12955729166666666,0.00863715325087671,1.0499788913875818e-05,1.0768253971829027,1.0,hard,0.458,3.0166471004486084,2.0831856727600098,0.4497668668627739,0.7668036073446274,0.48369455337524414,16.123152256011963,0.0,0.0,0.0,1.0499788913875818e-05,joint,0
10,0.4,0.03,0.0,0.4562222222222222,2.9585315386454263,2.0336544579929776,0.4413824760251575,0.7777343756622739,0.4834945980045531,16.116486920250786,0.0,0.00043402777777777775,2.8935187502712426e-05,1.0499788913875818e-05,1.1533899502958067,1.0,hard,0.443,3.0127070546150208,2.078669786453247,0.45069335401058197,0.7725619673728943,0.4833438843488693,16.11146306991577,0.0,0.0,0.0,1.0499788913875818e-05,joint,0
11,0.4,0.03,0.0,0.45711111111111113,2.9428641663657293,2.0180839829974704,0.44127766125732,0.7792100691133075,0.4835025171438853,16.116750929090713,0.0,0.0,0.0,1.0499788913875818e-05,1.2073047924754468,1.0,hard,0.464,2.9960036873817444,2.065342903137207,0.44721826165914536,0.7708108872175217,0.4834425300359726,16.11475133895874,0.0,0.0,0.0,1.0499788913875818e-05,joint,0
12,0.4,0.03,0.0,0.4607777777777778,2.9456462595197888,2.0219347145822315,0.44070954372485477,0.7764539933866925,0.48300205088324016,16.100068675147163,0.0,0.04414062533113691,0.0029427085084737176,1.0499788913875818e-05,1.172321846511396,1.0,hard,0.469,2.9620619416236877,2.029972016811371,0.4499436914920807,0.7727640122175217,0.4821461960673332,16.071540355682373,0.0,0.20336072146892548,0.013557382160797715,1.0499788913875818e-05,joint,0
13,0.4,0.03,0.0,0.4598888888888889,2.9258850945366754,2.000244485007392,0.4430857027570407,0.7798177086644702,0.48255490760008496,16.085164017147488,0.0,0.23830295105775198,0.015886864236866433,1.0499788913875818e-05,1.1219078845363886,1.0,hard,0.454,2.9995644092559814,2.0669283866882324,0.4494398459792137,0.7728650271892548,0.4831961318850517,16.10653829574585,0.0,0.2822265625,0.018815104849636555,1.0499788913875818e-05,joint,0
14,0.4,0.03,0.0,0.4638888888888889,2.9280015693770514,2.0070684585306378,0.4386069592502382,0.7816623267200258,0.482326144973437,16.077538543277317,0.0,0.3575737848877907,0.0238382535883122,1.0499788913875818e-05,1.1881137327226396,1.0,hard,0.463,2.9564766883850098,2.025409072637558,0.44907719641923904,0.7716864198446274,0.48199035227298737,16.066345691680908,0.0,0.29131869226694107,0.01942124729976058,1.0499788913875818e-05,joint,0
15,0.4,0.03,0.0,0.46166666666666667,2.9426183501879373,2.0186169147491455,0.4423193318976296,0.7764105912711885,0.4816821242372195,16.0560712284512,0.0,0.660264758600129,0.04401765292924312,1.0499788913875818e-05,1.2881381171302766,1.0,hard,0.454,2.9712589979171753,2.040953367948532,0.4497564658522606,0.770036369562149,0.480549119412899,16.018304347991943,0.0,0.6711004823446274,0.04474003426730633,1.0499788913875818e-05,joint,0
16,0.4,0.03,0.0,0.4598888888888889,2.927681201034122,2.0070383846759796,0.4394198026922014,0.7809027781089147,0.48122300455967587,16.040767192840576,0.0,0.5932508673932817,0.039550059785445534,1.0499788913875818e-05,1.0154801943442888,1.0,hard,0.468,2.9740889072418213,2.038324922323227,0.45486949384212494,0.7667025923728943,0.48089441657066345,16.02981424331665,0.0,0.6896888464689255,0.045979258604347706,1.0499788913875818e-05,joint,0
17,0.4,0.03,0.0,0.4548888888888889,2.921842681037055,2.0019264353646173,0.4389091349310345,0.7817708336644702,0.48100709666808444,16.033570289611816,0.0,0.8166449649466409,0.05444300019492706,1.0499788913875818e-05,0.9854546170164313,1.0,hard,0.469,2.9583322405815125,2.028378337621689,0.44996941089630127,0.772966057062149,0.47998450696468353,15.999483823776245,0.0,0.9829943478107452,0.06553295999765396,1.0499788913875818e-05,joint,0
18,0.4,0.03,0.0,0.462,2.921122822496626,2.0025415089395313,0.4383424197634061,0.7781684034400516,0.480238928563065,16.00796463754442,0.0,0.9520399305555556,0.06346933119412926,1.0499788913875818e-05,1.0620625850117196,1.0,hard,0.462,2.9842612743377686,2.057004451751709,0.44586724042892456,0.7757947146892548,0.4813895598053932,16.046319007873535,0.0,0.9573006331920624,0.06382004451006651,1.0499788913875818e-05,joint,0
19,0.4,0.03,0.0,0.46166666666666667,2.918464375866784,1.9989177584648132,0.4389491321312057,0.7803819444444444,0.48059748775429195,16.019916666878594,0.0,0.7616753478844961,0.05077835927820868,1.0499788913875818e-05,1.0447295345543859,1.0,hard,0.459,3.003238081932068,2.060786783695221,0.4614962860941887,0.7626953125,0.48095499724149704,16.03183364868164,0.0,0.9850484728813171,0.06566989980638027,1.0499788913875818e-05,joint,0
20,0.4,0.03,0.0,0.4602222222222222,2.923984924952189,1.995774679713779,0.4485059719946649,0.7682291666666666,0.4797043047017521,15.990143802430895,0.0,0.977864584989018,0.065190975036886,1.0499788913875818e-05,1.034191533939318,1.0,hard,0.46,2.9928295016288757,2.063235819339752,0.45036087930202484,0.7666015625,0.4792328178882599,15.974427700042725,0.0,0.7336678355932236,0.04891119059175253,1.0499788913875818e-05,joint,0
21,0.4,0.03,0.0,0.46155555555555555,2.9209117624494763,2.0002662969960108,0.440519237683879,0.7810980909400516,0.4801262269417445,16.004207928975422,0.0,0.8075303832689921,0.05383536188552777,1.0499788913875818e-05,0.9755671534173113,1.0,hard,0.468,2.9841520190238953,2.0532268285751343,0.45022323727607727,0.7625942826271057,0.48070188611745834,16.023396492004395,0.0,0.9460533261299133,0.06307022646069527,1.0499788913875818e-05,joint,0
