run_name,lambda_s,seeds,epoch,validation_acc,validation_acc_std,validation_sens_q_rate,validation_sens_q_rate_std,validation_loss,validation_loss_std,validation_q_entropy,actor_eps,validation_acc_ci95,validation_sens_q_rate_ci95
baseline,0.0,5,5.0,0.7216388986761967,0.0016918009815703803,0.5609226495027542,0.06812231392201976,0.7666908478736877,0.01688025927222542,6.999858692324779e-06,1.0,0.002100648370941731,0.08458502467130699
lam_0.20,0.2,5,5.0,0.7154879951678663,0.007167406931254202,0.3485671378672123,0.09468300624455123,0.817445461153984,0.026068477029425524,6.999858692324779e-06,1.0,0.008899511147014464,0.11756448009556145
lam_0.40,0.4,5,5.0,0.6954950420294962,0.0048588786460207305,0.044196034744381905,0.059172934710320126,0.8705200618505478,0.006795583173683563,6.999858692324779e-06,1.0,0.006033094686404992,0.07347290269786638
