epoch,lambda_s,lambda_c,lambda_q,train_acc,train_loss,train_task,train_sens,train_sens_acc,train_cost,train_exp_cost,train_set,train_designated_queries,train_sens_q_rate,train_q_entropy,train_actor_grad_norm,actor_eps,sensitive_target_mode,test_acc,test_loss,test_task,test_sens,test_sens_acc,test_cost,test_exp_cost,test_set,test_designated_queries,test_sens_q_rate,test_q_entropy,run_name,seed
1,0.0,0.0,0.0,0.758232257261927,0.5673729923518398,0.510561597639624,0.056811394248028065,0.9882441653481012,0.0,23.81930473182775,0.0,3.4477291831487342,0.229848624030246,6.999858669587411e-06,0.26809014508071877,1.0,max,0.7426888810590426,0.5612281143665314,0.5311513781547547,0.030076736025512217,0.9943127691745758,0.0,23.743216514587402,0.0,3.433582580089569,0.22890551760792732,6.999858692324779e-06,baseline,0
2,0.0,0.0,0.0,0.7670771910182248,0.5457376300156871,0.5042658450105523,0.04147178485187926,0.9911738528481012,0.0,23.81852514532548,0.0,3.1820918215981013,0.2121394664237771,6.999858672465559e-06,0.3153790954577433,1.0,max,0.7462123118739619,0.554961296916008,0.526253616809845,0.0287076803855598,0.9944104254245758,0.0,23.86994218826294,0.0,2.89827698469162,0.19321847409009935,6.999858692324779e-06,baseline,0
3,0.0,0.0,0.0,0.7633264912608073,0.5484896805844729,0.5080507156215136,0.04043896518105382,0.991346914556962,0.0,23.77070160153546,0.0,3.3349671182753164,0.22233115278090101,6.999858669587411e-06,0.2650065992524497,1.0,max,0.7495344037851714,0.5531576991081237,0.5247878938913345,0.028369803773239256,0.9944592535495758,0.0,23.758963584899902,0.0,3.2731044769287108,0.21820697709918022,6.999858692324779e-06,baseline,0
4,0.0,0.0,0.0,0.7647197860297319,0.5449834349034708,0.5045625833393652,0.04042084976040487,0.9912912875791139,0.0,23.790378039396263,0.0,3.1776478441455698,0.21184320106536528,6.999858672465559e-06,0.2747879128426437,1.0,max,0.7484773745406956,0.5525933623313903,0.5244466423988342,0.028146723937243222,0.9945080816745758,0.0,23.780983543395998,0.0,3.0588924169540403,0.20392617359757423,6.999858692324779e-06,baseline,0
5,0.0,0.0,0.0,0.7659886794800025,0.5394365089603618,0.4989287325098545,0.04050777485900665,0.9913160106803798,0.0,23.79591077490698,0.0,3.2643146756329116,0.21762098918987227,6.999858672465559e-06,0.2329436852451181,1.0,max,0.7474706800221472,0.5556315779685974,0.5265079408884048,0.029123634565621614,0.9943127691745758,0.0,23.77429027557373,0.0,3.255293035507202,0.21701954677700996,6.999858692324779e-06,baseline,0
1,0.0,0.3,0.0,0.753915531504634,7.361940468413921,0.5352929270342935,0.05621842196641513,0.9872119758702531,6.770429128332983,22.56809608845771,0.0,5.947389240506329,0.39649263552472563,6.999858669587411e-06,0.6996619036477177,1.0,max,0.7324205969698495,7.34911093711853,0.5585641235113143,0.02823335472494364,0.9944592535495758,6.762313485145569,22.541043949127197,0.0,5.9998046398162845,0.3999870076775551,6.999858692324779e-06,uncertainty_lambda_c_0.3,0
2,0.0,0.3,0.0,0.7585308204266965,7.334429831444463,0.5317112367741669,0.04038543710956657,0.9912851068037974,6.762333157696301,22.541109580027907,0.0,5.998065417325949,0.39987106093122987,6.999858669587411e-06,0.1910759456138144,1.0,max,0.7435949061257362,7.345703649520874,0.5557576805353165,0.027691538352519272,0.9945080816745758,6.76225438117981,22.540846729278563,0.0,6.0,0.40000003576278687,6.999858692324779e-06,uncertainty_lambda_c_0.3,0
3,0.0,0.3,0.0,0.755402127262549,7.340271174153195,0.5378533786610712,0.04015684281357953,0.9913160106803798,6.762260959118227,22.540868614293352,0.0,5.9999938192246836,0.39999962362307534,6.999858669587411e-06,0.14892775469158975,1.0,max,0.7430412241405345,7.344107151031494,0.5546794235706329,0.02717311433516443,0.9944592535495758,6.762254524230957,22.54084711074829,0.0,6.0,0.40000003576278687,6.999858692324779e-06,uncertainty_lambda_c_0.3,0
4,0.0,0.3,0.0,0.7555327486471357,7.3378739900226835,0.5356368428166909,0.03998260337364259,0.9912974683544303,6.762254542942289,22.540847174728974,0.0,6.0,0.40000003576278687,6.999858669587411e-06,0.1446740389678147,1.0,max,0.7438465797553733,7.342164850234985,0.5518092900514603,0.028101139795035125,0.9943376004695892,6.762254405021667,22.540846729278563,0.0,6.000000023841858,0.400000037252903,6.999858692324779e-06,uncertainty_lambda_c_0.3,0
5,0.0,0.3,0.0,0.7578777135037631,7.330376866497571,0.5280597057146362,0.04006267334275608,0.9913283722310127,6.762254482583154,22.540846933292435,0.0,6.0,0.40000003576278687,6.999858669587411e-06,0.09174462203290078,1.0,max,0.7325716011476318,7.344775676727295,0.5541673392057419,0.02835403326898813,0.9943376004695892,6.762254333496093,22.540846633911134,0.0,6.0,0.40000003576278687,6.999858692324779e-06,uncertainty_lambda_c_0.3,0
