dataset,run_name,seeds,accuracy_mean,accuracy_ci95,probe_leakage_bits_mean,probe_leakage_bits_ci95,mean_cumulative_cost_mean,mean_cumulative_cost_ci95,sensitive_query_rate_mean,sensitive_query_rate_ci95
CelebA,base,5,0.7729486023444545,0.005692633013095241,0.6969334670584393,0.14806648315426116,24.306623458862305,0.4966790283189496,0.22274655103683472,0.045298986557281845
CelebA,leak,5,0.7316401162208196,0.03366048951060546,0.2519805230995246,0.1474354476431131,24.3870792388916,0.21295629870349628,0.05346625242382288,0.06897856493726286
CelebA,cost,5,0.758080352670073,0.0021874201991006225,0.7841408050258895,1.7134318331498051e-06,22.540846633911134,2.118259510191187e-06,0.4000000059604645,0.0
CelebA,joint,5,0.747259793607855,0.009872635101241534,0.705253153477871,0.13435021517782791,22.573462677001952,0.055580899275709764,0.3959783613681793,0.011438892106388862
