lambda_c,accuracy,mean_cumulative_cost,sensitive_query_rate
0.0,0.7495344037851714,23.759431838989258,0.21799299120903015
0.01,0.7425882116071878,22.642181396484375,0.3994194567203522
0.03,0.7439975839331555,22.543344497680664,0.40256035327911377
0.1,0.743695575577591,22.542312622070312,0.4000033736228943
0.2,0.7438465797553733,22.54084587097168,0.4000000059604645
0.3,0.7438465797553733,22.54084587097168,0.4000000059604645
