epoch,lambda_s,lambda_c,lambda_q,train_acc,train_loss,train_task,train_sens,train_sens_acc,train_cost,train_exp_cost,train_set,train_designated_queries,train_sens_q_rate,train_q_entropy,train_actor_grad_norm,actor_eps,sensitive_target_mode,test_acc,test_loss,test_task,test_sens,test_sens_acc,test_cost,test_exp_cost,test_set,test_designated_queries,test_sens_q_rate,test_q_entropy,run_name,seed
1,0.0,0.03,0.0,0.2833333333333333,3.5361670520570545,2.6345780226919384,0.4242109619598422,0.8425781246688631,0.47737804220782387,15.912601735856798,0.0,2.0238715277777777,0.1349247754034069,1.0499788913875818e-05,0.76668138694044,1.0,hard,0.393,2.938929259777069,2.400482416152954,0.059333558194339275,0.979963630437851,0.47911326587200165,15.970442771911621,0.0,2.0,0.13333334028720856,1.0499788913875818e-05,cost,2
2,0.0,0.03,0.0,0.418,2.8259343372450934,2.2724202937550015,0.07452620912550224,0.9803602430555556,0.47898781961864895,15.966261068979898,0.0,2.0453124940395355,0.13635417384405932,1.0499788913875818e-05,1.512399949657265,1.0,hard,0.419,2.788101077079773,2.2589428424835205,0.0511716166511178,0.9888537228107452,0.47798655182123184,15.932885646820068,0.0,1.880387932062149,0.12535920180380344,1.0499788913875818e-05,cost,2
3,0.0,0.03,0.0,0.44822222222222224,2.727364910973443,2.180909640259213,0.06812182436179784,0.9805338548289405,0.4783334649271435,15.94444908036126,0.0,1.8648220499356587,0.12432147831552559,1.0499788913875818e-05,1.3177747682817023,1.0,hard,0.447,2.733413577079773,2.204218864440918,0.05060086119920015,0.9899313002824783,0.4785938262939453,15.95312786102295,0.0,1.6969288885593414,0.11312859877943993,1.0499788913875818e-05,cost,2
4,0.0,0.03,0.0,0.44866666666666666,2.710259815057119,2.1642413404252796,0.06789396835180621,0.9815538194444444,0.478124496837457,15.937483549118042,0.0,1.9879123237397935,0.13252749501003158,1.0499788913875818e-05,1.3076885374579836,1.0,hard,0.448,2.698481023311615,2.1705334782600403,0.05021968204528093,0.9869005978107452,0.47772781550884247,15.92426085472107,0.0,1.650020182132721,0.1100013516843319,1.0499788913875818e-05,cost,2
5,0.0,0.03,0.0,0.4562222222222222,2.68839653995302,2.1452268163363137,0.06540617095823917,0.9816623263888888,0.4777635269694858,15.925451358159384,0.0,1.817838539679845,0.12118924222886562,1.0499788913875818e-05,1.2662481326454629,1.0,hard,0.443,2.6947889924049377,2.167140781879425,0.05025647301226854,0.9869005978107452,0.47739171981811523,15.913057804107666,0.0,1.9555159211158752,0.13036773726344109,1.0499788913875818e-05,cost,2
6,0.0,0.03,0.0,0.45155555555555554,2.665705939133962,2.1240431401464672,0.06440031153356864,0.9818359381622739,0.47726249280903077,15.908750057220459,0.0,2.1665581597222223,0.14443721829189193,1.0499788913875818e-05,1.1989185708387393,1.0,hard,0.444,2.657304286956787,2.1338502764701843,0.0461961692199111,0.9899313002824783,0.4772578105330467,15.908594131469727,0.0,2.1833243370056152,0.14555495977401733,1.0499788913875818e-05,cost,2
7,0.0,0.03,0.0,0.4588888888888889,2.660375542110867,2.1171073151959314,0.06601193407550454,0.9822699659400516,0.47725629640950096,15.908543639712864,0.0,2.0223958359824286,0.13482639669544166,1.0499788913875818e-05,1.0485968298129995,1.0,hard,0.456,2.6524036526679993,2.129290223121643,0.04608987970277667,0.9899313002824783,0.4770234525203705,15.900782108306885,0.0,2.1254714727401733,0.14169810339808464,1.0499788913875818e-05,cost,2
8,0.0,0.03,0.0,0.4582222222222222,2.664838049146864,2.1259668370087943,0.06183047781491445,0.9832899305555556,0.47704072710540557,15.901357889175415,0.0,2.141427947415246,0.1427618699769179,1.0499788913875818e-05,1.092604630225752,1.0,hard,0.448,2.665638744831085,2.141316056251526,0.04710264457389712,0.9869005978107452,0.47721995413303375,15.907332420349121,0.0,2.1001818776130676,0.14001213386654854,1.0499788913875818e-05,cost,2
9,0.0,0.03,0.0,0.45866666666666667,2.6613259580400257,2.122482097811169,0.06206867398901118,0.9827039937178293,0.4767752115925153,15.89250742064582,0.0,2.1253689196374683,0.14169126749038696,1.0499788913875818e-05,1.1037441617647548,1.0,hard,0.458,2.722391426563263,2.1970736980438232,0.048365529626607895,0.9889547377824783,0.47695229947566986,15.898410320281982,0.0,1.9514075815677643,0.13009384274482727,1.0499788913875818e-05,cost,2
10,0.0,0.03,0.0,0.45744444444444443,2.653065608607398,2.1126024292574987,0.06384781644576126,0.9822265621688631,0.47661534945170086,15.887178712420994,0.0,2.2039496501286826,0.14692998429139456,1.0499788913875818e-05,1.1141694314719643,1.0,hard,0.444,2.6414780616760254,2.1175681948661804,0.04728287667967379,0.9899313002824783,0.47662707418203354,15.887569189071655,0.0,2.157428562641144,0.14382857829332352,1.0499788913875818e-05,cost,2
